Instance,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Label
0,124.5361328,14.91436045,121.8183594,16.23383255,118.5576172,16.62484142,256.9916753,12.16298127,0.093266411,0.001595729,0.039941764,0.51561781,0
1,124.3671875,16.19166022,122.2861328,17.55207551,119.3515625,17.97468482,228.7533331,11.57911681,0.093485041,0.00152313,0.039026237,0.625627543,0
2,123.0283203,13.2967255,119.7119141,14.30908852,116.1650391,14.43280187,234.828125,11.61618757,0.095467705,0.001728724,0.041573743,0.409067655,0
3,126.84375,13.86729093,123.921875,14.83054511,121.0039063,14.86560839,250.9920086,12.0644267,0.090272558,0.00165854,0.040723379,0.406079915,0
4,126.2041016,17.25119852,124.2099609,18.86666461,121.3496094,19.47320976,288.1064077,13.00685321,0.079756342,0.001453221,0.03811537,0.601848507,0
5,126.2421875,13.80521363,123.1845703,14.7451699,120.1367188,14.77305069,258.186118,12.28918444,0.08467724,0.001606365,0.040078282,0.390431005,0
6,124.6943359,15.29473865,121.8837891,16.62474068,118.6435547,17.01719309,261.3317752,12.39993334,0.086448547,0.001598927,0.039978029,0.523958326,0
7,124.8896484,15.9446225,122.9775391,17.26467004,120.0722656,17.66475604,248.5995708,12.16065622,0.086027569,0.001455703,0.038149986,0.58018096,0
8,128.2753906,13.85183666,125.4658203,14.74029089,122.6035156,14.74314682,255.1902803,12.36794355,0.085112803,0.001554273,0.039418087,0.404503403,0
9,127.7539063,13.79198081,125,14.69481201,122.1484375,14.66652217,229.1759073,11.6864269,0.092284505,0.001576413,0.039703752,0.453307661,0
10,126.6289063,16.87115073,124.3417969,18.45646194,121.6796875,19.08740529,265.2340823,12.2909892,0.087781713,0.001525928,0.039060067,0.614063512,0
11,127.6835938,17.07690224,125.5664063,18.67274408,122.9423828,19.27979635,278.7314971,12.6316012,0.087356632,0.001457377,0.038172481,0.605804574,0
12,126.1943359,16.94575235,124.1923828,18.39234674,121.3388672,18.8656696,280.7456507,12.93863001,0.082554769,0.001405235,0.03748153,0.587111008,0
13,126.7792969,14.73191824,125.3212891,15.84542323,123.0166016,16.31557436,279.9683435,12.91096514,0.077819825,0.001464899,0.038265052,0.434370792,0
14,124.6230469,16.25566296,122.2988281,17.69734042,119.4140625,18.27594574,238.03677,11.75677192,0.088874864,0.001620808,0.040257417,0.624153743,0
15,126.71875,16.11461027,124.8857422,17.40020743,122.0683594,17.7315379,288.290916,13.25023576,0.079880461,0.001361731,0.036895692,0.52466644,0
16,128.1123047,14.04506158,125.4003906,15.04926285,122.5039063,15.0018223,251.0258845,12.30451678,0.085798307,0.001508478,0.038834771,0.43605408,0
17,122.5214844,13.26302158,119.0683594,14.2146359,115.5917969,14.31725396,222.4640186,11.29807817,0.100976581,0.001796759,0.042380853,0.437030775,0
18,124.7851563,13.78839577,121.5175781,14.81927863,118.1552734,14.91009226,246.8325231,11.876569,0.090828314,0.001630221,0.040373809,0.424374554,0
19,124.6591797,13.26517607,121.5126953,14.16138273,118.3447266,14.17625213,230.7733887,11.66838742,0.093189619,0.001690883,0.041102645,0.403154929,0
20,115.6416016,9.875072576,112.9511719,10.83143026,110.5048828,11.533747,192.7876723,10.14467352,0.111649976,0.002008283,0.044812236,0.183723804,0
21,112.2988281,9.404461966,108.9736328,10.03715208,105.7529297,10.38555991,195.5946117,10.63381243,0.09933658,0.002032214,0.045078401,0.035988142,0
22,128.8154297,8.930182549,128.3076172,9.801053265,128.6757813,11.00081493,110.981115,7.930906933,0.129457136,0.002165867,0.046533855,0.440894164,0
23,133.8496094,9.540663376,134.2910156,10.286486,135.7041016,10.87730502,154.8085003,9.021315687,0.111674899,0.002046307,0.045233249,0.258830469,0
24,125.5195313,9.688286731,124.3867188,10.72156757,123.9375,12.08086361,115.9931143,8.086425273,0.12528595,0.001953401,0.044194092,0.50973567,0
25,112.7685547,9.910544587,109.6699219,10.67947586,106.6582031,11.20687791,204.6574694,10.84674168,0.097408076,0.001978006,0.044473772,0.110887895,0
26,126.4697266,9.920340015,125.7294922,10.86278361,125.4902344,12.18260728,118.6447142,8.211539087,0.121942658,0.001917393,0.043779515,0.513894618,0
27,129.5673828,9.921830737,129.0361328,10.82963162,129.5087891,11.96911393,125.2247252,8.317548452,0.125071539,0.001940199,0.044034125,0.48595112,0
28,149.3134766,18.65387794,154.1484375,22.34716839,158.1582031,24.96529566,201.2272779,10.15791656,0.108716032,0.001391933,0.037304347,0.807407308,0
29,144.6748047,17.74908421,147.9208984,21.04085017,150.8886719,23.31206661,171.5474928,9.343473595,0.115216789,0.001478676,0.038446745,0.812622702,0
30,113.5175781,9.722903232,110.5234375,10.61127043,107.9257813,11.1464137,203.3854871,10.82988098,0.099305406,0.001956066,0.044224019,0.094854289,0
31,114.0068359,9.919251727,111.0019531,10.72061737,108.2714844,11.23803736,210.2957206,10.93080125,0.098117482,0.0019016,0.043605967,0.095865913,0
32,113.0048828,9.635696957,110.0175781,10.49691564,107.3525391,11.165382,199.7389682,10.83473433,0.096130407,0.001897986,0.043564794,0.088540719,0
33,117.9238281,9.43936543,115.6445313,10.43200685,113.5791016,11.36433191,149.834084,9.147218067,0.11651677,0.001958999,0.044256662,0.315624478,0
34,134.2480469,9.46286926,134.8535156,10.14523573,136.5341797,10.65486628,155.1188866,9.086677289,0.117580071,0.002265886,0.047597084,0.229646027,0
35,112.6757813,10.12684972,109.5556641,11.05211497,106.6923828,11.67931283,218.8455385,11.37504878,0.089685343,0.001798341,0.042406026,0.098419417,0
36,111.9199219,9.730922521,108.4316406,10.23928627,104.9912109,10.50013583,201.7509186,10.96053102,0.090584867,0.002004768,0.044771921,0.033121165,0
37,112.4189453,9.061921989,108.6152344,9.449619822,105.2011719,9.675221987,169.6879065,10.06487383,0.100359124,0.002056719,0.045350561,0.041665535,0
38,112.5664063,9.70590411,109.015625,10.23893028,105.8232422,10.61079044,200.5450133,10.67360659,0.100703447,0.002007076,0.044798298,0.049410764,0
39,134.65625,9.565205908,135.2597656,10.16614433,137.1337891,10.67601132,164.4979839,9.412818678,0.116156186,0.002157421,0.046447109,0.200493042,0
40,158.3994141,41.9483923,157.7285156,43.66134463,160.1455078,43.24364702,1776.812492,32.19832043,0.030939707,0.001099213,0.033153508,0.527440876,0
41,179.8496094,45.22669505,180.1445313,46.22134468,182.1777344,46.00833879,1864.194451,33.24256146,0.036603679,0.001088618,0.032993681,0.559587266,0
42,162.3427734,44.29579955,162.3369141,45.45401141,164.0996094,45.42986782,1295.677062,27.33718132,0.043450607,0.001122069,0.033496609,0.686170911,0
43,185.2382813,43.80400528,185.7060547,44.79718317,188.2021484,44.30964769,1811.493813,32.79782616,0.034137016,0.001091933,0.033043336,0.542146333,0
44,178.5878906,44.84835658,178.3115234,46.17459673,181.0126953,45.62117744,2078.373049,35.33018991,0.033777318,0.001082829,0.032905793,0.507243602,0
45,184.4912109,45.07175183,185.0087891,46.20302641,187.3457031,45.52748162,2282.43789,36.82726327,0.03184606,0.001075241,0.032789661,0.445288526,0
46,171.25,44.83639966,171.0957031,46.42705364,173.4570313,45.79742792,2207.369675,36.53028258,0.032559271,0.001079747,0.032859006,0.480801552,0
47,185.1777344,44.11293271,185.7763672,45.20245029,188.140625,44.54013892,2141.992285,36.30363066,0.033050424,0.001089768,0.033010897,0.45325042,0
48,165.5488281,43.50953513,165.4296875,44.82026756,167.4384766,44.75087425,1733.027689,31.56563801,0.0373213,0.001106018,0.033255972,0.565113173,0
49,154.4033203,40.57097885,153.7246094,42.16900451,156,41.93496173,1661.497984,31.26438931,0.03663628,0.001097081,0.033121113,0.522597251,0
50,158.1337891,40.14143295,157.9892578,41.26331321,160.796875,41.05162706,1328.624309,27.36954507,0.044753194,0.001132831,0.03365631,0.606406001,0
51,169.453125,44.02369468,169.4775391,45.15632011,171.8095703,44.90854276,1417.24083,28.77234001,0.03617391,0.001101579,0.033188161,0.649321998,0
52,144.1201172,34.91205784,143.2509766,36.10047961,144.9794922,35.90822951,1489.056419,29.10695239,0.039138904,0.001147357,0.033871934,0.426174479,0
53,177.1523438,45.8231382,177.2929688,47.15773181,180.1708984,46.5308732,1998.744374,33.49908949,0.040193919,0.00109085,0.033027103,0.547416032,0
54,160.4267578,42.86177031,160.1113281,44.08247894,161.7216797,44.14528658,1567.631455,29.69979188,0.040808551,0.001121561,0.033489393,0.592821717,0
55,181.5615234,44.33774981,182.1953125,45.53766188,184.9267578,44.9914869,1894.560793,33.47531868,0.035608274,0.00109265,0.033055145,0.539884485,0
56,157.828125,38.68436667,157.7392578,39.74237572,160.2255859,39.48851309,1282.778827,27.00707271,0.044132764,0.001118812,0.033447103,0.591945207,0
57,177.5136719,45.06455665,178.1826172,46.33845901,180.4082031,46.21850037,1690.504179,31.0602725,0.039834907,0.001108967,0.033300762,0.606919056,0
58,157.1386719,40.99519204,156.6230469,42.37438348,158.6142578,42.26297221,1560.616358,30.00378024,0.036760268,0.001111774,0.0333424,0.55954748,0
59,142.7861328,35.05172187,142.2871094,36.3789408,143.9589844,36.26266316,1320.93298,27.37191077,0.039682901,0.001158119,0.034029832,0.501882485,0
60,108.7314453,7.156942342,105.6269531,7.50035781,102.5830078,7.655736229,96.61478115,6.899787006,0.158594428,0.003311725,0.057540002,0.126625674,0
61,116.3154297,15.81870914,113.4296875,16.9530872,109.8251953,17.36908932,263.5108611,12.25126821,0.093302843,0.00163581,0.040443474,0.533587408,0
62,116.4052734,15.06596211,114.1230469,16.14250794,110.9384766,16.42838162,249.8375309,11.85374122,0.093901031,0.00167066,0.040868631,0.511245358,0
63,117.1640625,16.21674595,116.8427734,18.56049249,116.4775391,21.06958068,133.4790989,8.835693613,0.113775557,0.001506104,0.038806713,0.815332469,0
64,107.2011719,8.265052473,104.3896484,8.763913618,101.6826172,9.134618784,93.20158039,7.271754683,0.134226614,0.002595547,0.05094462,0.38072289,0
65,126.0126953,16.21621593,124.6132813,17.57514167,121.9355469,18.4204833,329.0425338,13.8252634,0.079570922,0.001343365,0.036649314,0.473681707,0
66,103.1855469,14.53493724,101.15625,16.13187232,99.16503906,17.75421133,117.7587637,8.24764243,0.122984381,0.001710449,0.041357226,0.776198873,0
67,108.5556641,7.580739056,105.3203125,7.922903502,101.9658203,8.126430386,104.8345717,7.825385341,0.126920953,0.002650588,0.051475832,0.149136397,0
68,125.4619141,25.96810158,127.8251953,30.49781802,129.4462891,34.18865751,163.581889,9.516023348,0.107758089,0.001309114,0.036180104,0.916856165,0
69,108.0068359,6.493457656,104.5996094,6.748107362,101.0791016,6.824143775,84.07477562,6.634348985,0.159433251,0.003603387,0.060025268,0.062964674,0
70,116.9023438,24.3104561,117.7255859,28.61991442,118.4238281,32.41117758,174.9580596,9.868439451,0.105019589,0.001350328,0.036746425,0.898332851,0
71,111.375,10.99946732,109.5478516,12.58384595,107.6054688,14.33624563,115.4700589,7.920387292,0.1315621,0.002218934,0.047098599,0.64036205,0
72,108.3798828,7.994213336,105.0185547,8.356360289,101.4628906,8.514727008,127.3584401,8.523843978,0.120183323,0.0024832,0.049826918,0.094139256,0
73,108.7441406,7.053296329,105.7626953,7.396112191,102.8105469,7.618032555,90.45085685,6.96493724,0.143482393,0.003100658,0.055682808,0.177996999,0
74,109.9345703,8.636915242,107.5244141,9.638757905,105.0029297,10.76339061,110.7987285,7.793102888,0.135214241,0.00255789,0.050570183,0.400712044,0
75,110.7675781,9.77344355,108.2011719,10.37775559,105.0947266,10.76143158,176.0247464,9.886462669,0.10295625,0.002126278,0.046105276,0.183761921,0
76,108.6269531,6.691404825,105.4697266,7.026391483,102.2275391,7.20242902,85.63243854,6.555467937,0.158959607,0.003757148,0.061294217,0.123764725,0
77,118.9042969,16.85318674,116.2929688,18.1640772,112.8652344,18.73252838,287.0563378,12.89007219,0.089469608,0.001531951,0.039134734,0.566587639,0
78,109.6738281,9.813348818,106.8535156,10.32243969,103.6875,10.61470089,168.9964067,9.635942378,0.101517817,0.002005751,0.044779305,0.19159885,0
79,107.3320313,9.893727761,104.7773438,10.74160439,102.1035156,11.63755317,113.8884951,7.721562825,0.137137608,0.002503841,0.05002703,0.500991692,0
80,141.9746094,12.50161473,149.3330078,15.63260578,154.7421875,19.44151731,448.9960572,16.69368659,0.058399083,0.001332653,0.036505341,0.125789626,0
81,141.6669922,12.30009862,148.6728516,15.45638411,154.0048828,19.20431306,433.556411,16.37074824,0.06191342,0.001375308,0.037084891,0.135050361,0
82,139.7158203,13.65164767,146.6923828,16.80035867,151.0976563,19.73531481,522.958962,17.9811557,0.051474221,0.001305807,0.036134459,0.110423722,0
83,141.9677734,12.57190011,149.4306641,15.04125437,154.8476563,17.87571662,433.2659664,16.38816988,0.061191189,0.001379264,0.037137329,0.088763346,0
84,141.9111328,12.35426424,149.3779297,15.56729159,155.1650391,19.25256447,453.0084954,16.66627374,0.063855194,0.00139808,0.037387965,0.111329323,0
85,142.1123047,12.40936221,149.4960938,15.49911743,155.1796875,19.15869523,443.2562435,16.58441727,0.061090297,0.001369177,0.037001929,0.128583184,0
86,141.5966797,12.57564722,149.4560547,15.75328656,154.8984375,19.23592823,460.2685679,16.61483806,0.063828233,0.001381371,0.037164909,0.119118463,0
87,140.9658203,12.55448297,148.1337891,16.25230365,153.1689453,20.20122822,466.4809931,16.96309183,0.062344073,0.001320525,0.036338282,0.163908549,0
88,141.1494141,12.79236755,148.6171875,16.32829508,153.6630859,19.96155398,487.4439874,17.04495643,0.057226716,0.001352177,0.036770262,0.124155549,0
89,139.6162109,13.49993384,147.9375,17.33583716,154.4707031,21.32979323,513.2310094,17.67314321,0.060503707,0.001297194,0.036013841,0.197698623,0
90,139.5917969,13.40451515,146.8623047,16.81039674,151.3525391,20.02044203,520.3811459,17.89257609,0.05591158,0.001295412,0.035991526,0.117699459,0
91,139.6474609,13.21375251,148.2109375,16.98277038,154.5996094,20.93222508,504.4793509,17.54212734,0.057343058,0.001336993,0.03656329,0.171944974,0
92,140.828125,13.21619176,148.0976563,16.9410811,153.1777344,20.98766501,519.1716474,17.72808273,0.056656113,0.001308206,0.036166658,0.140152628,0
93,141.5615234,12.70949925,149.2460938,16.0699759,154.6787109,19.65084126,465.9845051,16.95951483,0.056499451,0.001313653,0.036243748,0.137547398,0
94,139.6826172,13.82712216,147.1083984,17.15391514,152.5605469,20.26205867,517.9564093,17.7874935,0.057232952,0.001287507,0.035878268,0.151493385,0
95,141.8808594,12.63302131,149.1533203,15.59587688,154.5390625,19.08698319,459.6851506,16.88378805,0.05976373,0.001331062,0.036483226,0.094328535,0
96,139.6357422,13.57211395,146.5410156,16.91754698,151.2089844,20.01145369,523.3351571,17.89853505,0.054356331,0.00131013,0.036194013,0.115431891,0
97,141.3896484,12.1592433,148.640625,15.40285047,153.8183594,19.25903336,443.0750927,16.3667485,0.061367512,0.00138437,0.037204361,0.116283031,0
98,139.8955078,13.4766805,147.0898438,16.4738706,151.6435547,19.36549408,502.1528844,17.75333312,0.054924896,0.001311788,0.036216642,0.119944719,0
99,142.3115234,12.91187166,149.6845703,15.4966956,155.2265625,18.42619986,459.1106513,16.91396495,0.05742978,0.001362972,0.036913735,0.095583986,0
100,138.34375,11.77544618,143.3632813,15.10351196,147.6025391,17.60224688,397.1228863,15.77289282,0.064725867,0.001374899,0.037079239,0.163223883,0
101,138.4853516,12.77585385,143.7988281,15.93665925,148.0791016,18.34650727,408.8102562,16.04419225,0.060738856,0.00134508,0.03667505,0.213681352,0
102,138.53125,13.00567034,144.6337891,16.53788474,149.3564453,19.37109077,483.6967596,17.1596888,0.059562941,0.001355842,0.036821126,0.134930855,0
103,135.8496094,12.52110873,141.0605469,15.91923727,145.9667969,18.70094811,458.4232814,16.69765381,0.064749088,0.00135296,0.036781475,0.12691579,0
104,138.1601563,13.49014884,143.7949219,16.65712749,147.8476563,19.30876365,520.4570516,17.54031445,0.061315245,0.001362247,0.036908346,0.08623046,0
105,136.1582031,12.36174997,141.4150391,15.93819264,146.2724609,18.70570245,446.119667,16.6530307,0.056443526,0.001349178,0.036730352,0.138039267,0
106,137.9667969,12.6560907,142.828125,16.02030419,147.2548828,18.61730324,415.3270438,16.12391877,0.063105455,0.001380489,0.037154709,0.214362199,0
107,137.7470703,13.45396851,143.9726563,16.85314657,148.6962891,19.90010565,499.7513658,17.31259755,0.061200424,0.001360581,0.036885883,0.160801208,0
108,135.4355469,12.58780668,140.9414063,15.96445283,146.2695313,18.76019539,448.5257382,16.61002536,0.060306462,0.001342365,0.036637904,0.137888188,0
109,135.5146484,12.63017299,141.3105469,16.23795365,146.6650391,19.13419174,465.85153,16.92277738,0.053611694,0.001348329,0.036718766,0.14468318,0
110,138.4345703,13.76276454,144.5664063,16.95298774,148.9863281,19.69394261,525.598457,17.94656445,0.057554123,0.001333869,0.036521977,0.117381671,0
111,137.1445313,13.54306677,143.8574219,17.08146793,148.3027344,20.33081271,499.9901551,17.48735855,0.054546336,0.001368594,0.036992374,0.171990477,0
112,138.4316406,12.1215046,143.9853516,15.47808368,148.2089844,18.13726087,438.8300761,16.56103668,0.058619038,0.001345005,0.036673628,0.110908634,0
113,137.4306641,12.07799673,142.8818359,15.50002212,147.3720703,17.89976544,413.9922851,15.85967579,0.067066897,0.001377465,0.037111517,0.146741623,0
114,135.5224609,12.61894515,141.0078125,16.10087638,146.4833984,18.97628345,465.4780665,16.86758585,0.060120513,0.00132733,0.036431596,0.139173741,0
115,138.390625,13.85393072,144.5380859,17.31121708,148.5712891,20.00909939,526.8404006,17.93977627,0.048446351,0.001334827,0.036533861,0.14657402,0
116,138.1630859,12.633574,143.1835938,15.64390994,147.5048828,18.03273866,423.2146852,16.28500585,0.058889349,0.001361123,0.036892052,0.165439816,0
117,138.8515625,13.32252548,145.4179688,16.79916727,150.09375,19.50067607,515.8158087,17.79956588,0.054766451,0.00132788,0.03643977,0.104783834,0
118,138.2607422,12.462341,143.9414063,15.78228599,147.859375,18.27357611,446.9898462,16.43132967,0.059852404,0.001379681,0.037142295,0.12738319,0
119,138.1015625,12.98080906,145.0898438,16.53257126,150.2734375,19.589524,471.3745285,16.89262487,0.058165411,0.001360315,0.036881815,0.169240006,0
120,135.6132813,12.62302194,142.0957031,17.47717879,149.0957031,21.07127555,465.2336677,16.57398706,0.061722314,0.001325606,0.036408316,0.256456792,0
121,135.7724609,12.7934303,142.4560547,17.74972553,149.6738281,21.4951634,475.840677,16.62843067,0.066738357,0.001326522,0.036420859,0.272808979,0
122,134.1474609,12.57876487,140.2666016,16.88449437,146.9023438,20.04107682,510.7731692,17.48458637,0.059220465,0.001336842,0.036561062,0.131337965,0
123,136.7451172,13.26526522,144.6806641,17.41891307,152.6992188,20.46589578,533.2379601,18.08948198,0.057432528,0.001288574,0.035894351,0.151448589,0
124,134.7382813,12.09531883,140.0244141,15.7403365,146.0742188,18.45238698,413.9847977,15.97183923,0.06585914,0.001373417,0.037058598,0.191976719,0
125,135.15625,12.61590793,141.8388672,17.19926907,148.7705078,20.64944265,473.5501837,16.88990147,0.060229072,0.001313812,0.036238402,0.222278785,0
126,135.2333984,12.13712416,140.75,15.81287055,147.1259766,18.49373704,423.1020421,16.18327263,0.062411069,0.001367461,0.036978888,0.174846377,0
127,136.4404297,12.85474614,144.4804688,16.78173327,152.5078125,19.89425015,468.2578206,17.04815947,0.056636648,0.00131372,0.036244187,0.194925355,0
128,136.9892578,12.74329181,144.6982422,17.82718027,152.5498047,21.76686352,480.3017934,16.93201255,0.059136752,0.001309114,0.036178873,0.285453004,0
129,137.1416016,13.07477249,143.4208984,17.56893768,150.3457031,21.26014512,409.0443467,15.47217254,0.06414112,0.001327913,0.036440431,0.374304219,0
130,134.7041016,11.62707234,140.1650391,15.44354349,146.3720703,18.18280763,399.5131455,15.89617748,0.057082699,0.001343922,0.036658517,0.185369359,0
131,136.9980469,13.01809123,144.9863281,18.24533889,153.2421875,22.21617728,508.5365261,17.33346612,0.062526341,0.001282102,0.035805152,0.267233432,0
132,134.3476563,12.17002892,139.9804688,16.09765151,146.0488281,18.8937603,421.2972002,16.19623114,0.061989939,0.001338167,0.036580341,0.214458662,0
133,136.3808594,12.82626794,144.8066406,16.7791757,153.0205078,20.01163161,490.1515267,17.42576906,0.058249655,0.001297128,0.036013751,0.168191023,0
134,134.2724609,11.57570966,139.8134766,15.4207074,146.0136719,18.2506905,413.4562793,15.90268926,0.063601352,0.001404086,0.037469604,0.139553904,0
135,136.3349609,13.26547256,144.7402344,17.34205798,153.0419922,20.61531956,525.9367358,17.95652315,0.059721531,0.001291447,0.035935732,0.156665213,0
136,137.4658203,12.68960896,145.2695313,17.62554325,152.9716797,21.53336298,471.2817459,16.8849587,0.059312762,0.001324681,0.036392439,0.280188379,0
137,136.3583984,12.88991353,143.4082031,17.81385332,150.7167969,21.73432156,432.2716246,15.88877146,0.06953311,0.001341432,0.036624167,0.352474172,0
138,136.0341797,12.54039581,143.4267578,16.91859262,151.1269531,20.52431618,452.6537705,16.5724587,0.063365491,0.001339866,0.036603881,0.242171833,0
139,135.3583984,12.95158758,142.09375,17.21863657,149.2558594,20.49011206,488.7016861,17.0706702,0.057261216,0.001324657,0.036392838,0.210989759,0
140,137.8964844,12.82411925,145.5205078,16.23748224,152.2324219,19.32050511,480.3246456,17.2489269,0.058546606,0.001309289,0.036183584,0.126739365,0
141,139.3417969,12.06907087,145.5029297,14.87565621,150.4169922,17.78542197,406.6287071,16.06630463,0.057695915,0.001364913,0.036943014,0.123523507,0
142,137.1005859,13.32696689,145.2880859,17.92214104,153.1435547,21.96316824,581.4007382,18.64849441,0.055101036,0.001304525,0.036117768,0.117680949,0
143,138.4335938,12.77087309,145.1328125,16.25919023,151.6103516,19.90959868,477.1981009,16.91337149,0.061813676,0.00132394,0.036382743,0.146951136,0
144,139.2333984,12.60755361,146.2080078,15.72016937,151.6796875,18.6705331,454.3036225,16.90672151,0.058052733,0.001339824,0.036602473,0.123690629,0
145,139.265625,12.20158441,146.4394531,15.39608076,152.3007813,18.29631749,449.9688069,16.56535347,0.058736756,0.001370543,0.037018635,0.098496002,0
146,138.8916016,12.3227657,145.8857422,15.60923054,151.7714844,18.57019325,434.3578792,16.32386511,0.058906191,0.001356208,0.036825566,0.1459323,0
147,140.4765625,12.78959223,147.9501953,16.29849914,153.8330078,19.16586841,478.4229969,16.90989204,0.060802899,0.001348104,0.036711342,0.130977578,0
148,137.0292969,13.16063322,145.1201172,17.11336927,152.0966797,20.62479708,541.5634512,18.07523901,0.059795033,0.001303325,0.036100436,0.110435191,0
149,137.0634766,12.81131374,144.7763672,16.83089688,152.1337891,20.75119233,535.6916298,17.58703499,0.060582171,0.001380422,0.037151562,0.088694827,0
150,138.5273438,12.66135061,145.6201172,15.5655502,151.0888672,18.38113506,473.3765853,17.29964718,0.056940145,0.001342265,0.036636328,0.066532416,0
151,140.0761719,12.08021928,146.4140625,14.84774412,151.8164063,17.58754565,429.3847961,16.38331653,0.056215562,0.001367378,0.036975519,0.078138992,0
152,139.3212891,11.93108859,145.4082031,15.24229349,150.4111328,18.21979288,429.2385942,16.09359554,0.064783195,0.001390442,0.037287105,0.116075805,0
153,139.9287109,12.4985857,145.9033203,15.17500221,150.6416016,18.0755648,452.1608838,16.70517365,0.057790343,0.001382996,0.037187805,0.079927836,0
154,139.6025391,12.18795005,146.5458984,15.45127936,152.2529297,18.60646863,453.2763723,16.82968587,0.054616255,0.001368236,0.036988156,0.095111342,0
155,139.2011719,12.30339759,146.1513672,15.5800459,151.9345703,18.59815117,456.2112708,16.76993366,0.061042211,0.001368811,0.036997418,0.083518868,0
156,137.5654297,12.9845768,145,16.71726045,152.2822266,20.63104638,540.7422688,17.92113521,0.057709827,0.001349869,0.036737226,0.089198078,0
157,139.6689453,12.34160474,147.1679688,15.69332279,152.8798828,18.81863027,458.7921273,16.83124675,0.061370228,0.001354759,0.036806316,0.110899316,0
158,139.4892578,12.14945512,146.5742188,15.77918796,152.5087891,18.98904703,458.3956003,16.73887877,0.061800101,0.001372601,0.037047038,0.113417408,0
159,138.875,12.38738332,145.7714844,15.75249631,151.2402344,18.82285072,455.0030242,16.90535575,0.057213034,0.001306957,0.036151547,0.124412762,0
160,138.8525391,7.761881857,139.0283203,9.784702801,138.8916016,11.31996334,168.3171582,9.490903031,0.108729233,0.002236034,0.047278901,0.166594587,0
161,137.5839844,9.266495919,138.0283203,10.92687782,138.0664063,12.44179748,183.8658461,9.997886316,0.107043952,0.002034796,0.04510573,0.254413343,0
162,138.1923828,8.780477089,138.4140625,10.36390773,138.3037109,11.7810654,176.9263056,9.70658006,0.106746104,0.002157688,0.046450207,0.193536611,0
163,137.2382813,9.276559177,137.5449219,10.93562187,137.4775391,12.43638042,178.2074824,9.621536811,0.114462336,0.002194062,0.046837706,0.263213016,0
164,137.2373047,8.871881877,137.5703125,10.53096891,137.4794922,12.13206823,170.7644869,9.511121228,0.114270238,0.00220429,0.046948526,0.261242947,0
165,137.7109375,7.956082916,137.7441406,10.41084568,137.3857422,12.14715405,156.2921436,8.966083507,0.126076321,0.002341276,0.048385535,0.289072739,0
166,137.4404297,9.204192224,137.8007813,11.84079611,137.6806641,13.88311197,204.427086,9.980090726,0.112340213,0.002180793,0.046697942,0.29305653,0
167,137.9238281,8.790978741,138.0751953,10.29578238,137.9257813,11.60012289,160.3363684,9.297883065,0.110015167,0.002210313,0.047012993,0.262771174,0
168,138.0615234,8.471639499,138.1289063,9.723370303,137.9638672,11.03676664,145.2968831,8.941410315,0.116160194,0.002219792,0.047111409,0.251255768,0
169,138.9013672,7.72596058,139.1630859,9.842498167,139.0458984,11.42685821,174.7947288,9.630332986,0.108326605,0.002245138,0.04737686,0.147186137,0
170,139.1064453,7.492404843,139.4199219,9.843374675,139.3164063,11.42073072,169.5747675,9.328734716,0.117097252,0.002321027,0.048170808,0.163020836,0
171,136.5322266,9.704568458,136.9189453,11.76728584,136.8300781,13.52408274,176.3823003,9.550061785,0.112132143,0.00216391,0.04651753,0.370939224,0
172,136.9433594,9.196780753,137.0878906,10.81674816,136.8759766,12.26295747,166.7557395,9.408119797,0.117391117,0.002174055,0.046621545,0.30554981,0
173,136.6689453,9.885712764,137.0664063,12.02477441,136.9580078,13.88313368,198.2487399,9.964953499,0.112011003,0.002053695,0.045315886,0.343089738,0
174,139.4082031,7.257093182,139.6777344,9.412926013,139.5791016,10.88108633,152.0196979,8.896892885,0.119447521,0.002520274,0.050201277,0.153533368,0
175,138.7519531,7.351591299,139.0654297,9.703344714,138.9931641,11.34366185,166.05472,9.266836303,0.118829498,0.002279805,0.047745523,0.1616877,0
176,138.6044922,7.517870593,138.8349609,9.598945478,138.7148438,11.21725853,159.5273234,9.194873504,0.116145331,0.002300987,0.047962874,0.175738619,0
177,139.2060547,7.710301706,139.5390625,10.21050114,139.4863281,11.86125062,181.6202523,9.647128642,0.116606256,0.00232949,0.048257229,0.162615321,0
178,137.8623047,8.303542222,138.0400391,9.978265365,137.8945313,11.45731759,152.4732213,9.005576873,0.124885882,0.002278064,0.047721302,0.249665244,0
179,139.2685547,7.552883055,139.5341797,9.840962091,139.4550781,11.40474877,174.365147,9.465189256,0.11502968,0.002282279,0.047769331,0.13466348,0
180,141.0576172,9.65810058,140.65625,11.55257175,139.8837891,13.13441518,174.6705824,10.18237025,0.09932206,0.001738677,0.041695789,0.375761799,0
181,135.2871094,8.983034674,134.7197266,11.74619958,135.0302734,13.65299809,216.307606,10.79815947,0.098108554,0.001883909,0.043400994,0.250939043,0
182,140.1601563,9.163858527,140.0322266,10.93303197,139.5107422,12.42555495,171.3616106,9.922435939,0.103371213,0.001892796,0.043502351,0.300818713,0
183,138.1650391,8.695090456,136.6923828,10.25895667,135.4511719,11.46528211,157.834588,9.57884853,0.106731103,0.001923481,0.043855101,0.246085707,0
